<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
20061016;000000;594;600.9;591.9;600.9;6242
20061017;000000;602;602.5;592;592.5;5943
20061018;000000;595.7;600.1;595.7;599.7;4611
20061019;000000;594;605.4;591.4;603.8;11291
20061020;000000;605;607;597.5;599.5;8199
20061023;000000;596;596.2;586.6;588;5164
20061024;000000;584.1;585.2;577.5;584.9;12170
20061025;000000;587.3;590.9;583.3;590.9;6829
20061026;000000;595.1;602.8;593.9;600.8;4914
20061027;000000;599.9;602.5;595.6;600.1;3346
20061030;000000;606.8;614.5;604.5;612.2;17247
20061031;000000;604;611;602;609.3;6987
20061101;000000;610.9;621.2;610.9;618.7;8901
20061102;000000;616.3;626.5;616.2;623.8;10251
20061103;000000;626;631.9;621.8;627.2;9697
20061107;000000;627;632.9;627;629.4;2222
20061108;000000;629.7;629.7;622;625.5;4218
20061109;000000;623;632;620;629;10170
20061110;000000;638.9;639.9;631;631.1;10295
20061113;000000;634.9;634.9;624.8;630.3;8313
20061114;000000;627;634.5;625.7;628.9;5646
20061115;000000;627.9;629;619.2;623.2;5923
20061116;000000;621;631.5;621;626.7;4973
20061117;000000;623.6;626.6;619.5;624.6;6257
20061120;000000;627.5;630.5;626.4;629.5;2167
20061121;000000;627;634;627;631.8;5033
20061122;000000;633;638.4;631.7;634.5;5653
20061123;000000;631.2;636.5;631.2;635;1186
20061124;000000;635.5;643;635.5;641;6852
20061127;000000;643.4;643.5;640.1;642.9;2102
20061128;000000;641.3;643.3;635.9;637;2603
20061129;000000;641.5;642.4;637.8;640.3;4329
20061130;000000;640.3;649.8;639;648.5;4318
20061201;000000;649.9;651.9;647;651.9;2018
20061204;000000;650.1;650.1;644;644.9;1698
20061205;000000;647.3;650.5;642;644;2547
20061206;000000;642.1;645.4;637;641;3388
20061207;000000;638.3;638.3;628.1;628.9;2379
20061208;000000;633.2;639.2;630;637;1845
20061211;000000;638;643;634;639;2412
20061212;000000;640.6;642.8;637.3;638.2;1972
20061213;000000;640.5;642.5;632.5;638.6;3232
20061214;000000;640.5;641.3;637;638.1;4191
20061215;000000;637.9;643;636.8;637.6;7924
20061218;000000;633.6;633.6;626.9;628.1;38543
20061219;000000;628.1;632;626.8;632;6436
20061220;000000;632.9;634.4;630.6;631.6;7181
20061221;000000;631.6;633;630.1;631.1;7276
20061222;000000;630;631.5;628.1;629.6;3545
20061225;000000;629;630.4;628.3;628.6;274
20061226;000000;630.1;637;630.1;636.2;3119
20061227;000000;633.5;637.3;633.5;636.5;1567
20061228;000000;636.7;643.2;635.3;642;7147
20061229;000000;642.8;645;638;640.5;1261
20070109;000000;622;623.9;614.8;615.6;10427
20070110;000000;622.8;622.8;614.1;615.5;5209
20070111;000000;619;623.2;618.5;619.6;4752
20070112;000000;621.2;627.5;619.7;625.5;3181
20070115;000000;629.1;633.9;629.1;633;2945
20070116;000000;632.7;634.7;631.7;632;2440
20070117;000000;632;634.4;627.5;634;3182
20070118;000000;639.3;642;635.5;637;10849
20070119;000000;634.6;636.8;633.4;636.8;3172
20070122;000000;640;644.7;638.3;644.1;3017
20070123;000000;642;649;641.1;648.7;5786
20070124;000000;650.7;650.7;645;645.1;9536
20070125;000000;650;660;650;658.5;8162
20070126;000000;652;654;646.9;652.9;4821
20070129;000000;652;652;647.1;651.5;1667
20070130;000000;648.3;652.9;647.3;651.8;1808
20070131;000000;652.7;659.5;649;657;4923
20070201;000000;658;666.4;657;664;4629
20070202;000000;661.2;664.1;650.6;653.8;10584
20070205;000000;652;656.8;651.1;654.6;6386
20070206;000000;655.3;662.5;655.3;658.3;4760
20070207;000000;660;661.3;658;658.3;898
20070208;000000;655.5;662;653.1;662;6522
20070209;000000;663;670.8;660.1;666.1;6718
20070212;000000;669;669.9;665.9;667.2;5246
20070213;000000;668.2;673.2;666.8;668.8;7002
20070214;000000;670;675.7;670;673;7089
20070215;000000;673;673.6;668.2;670.3;6217
20070216;000000;671.3;671.3;665.5;667.3;4069
20070219;000000;677;677.5;671.1;674.2;1125
20070220;000000;674;674;662.5;663.6;2631
20070221;000000;663;665;660.9;664.8;4040
20070222;000000;678.5;681.6;677.4;680;11178
20070226;000000;679.5;689.7;679.5;686.9;3353
20070227;000000;685.5;687.4;676;678;7004
20070228;000000;673;679;664;668;4886
20070301;000000;671.1;676.2;666.5;670.3;2413
20070302;000000;661.6;664.8;650;653.4;2274
20070305;000000;640;644;632.1;640;14432
20070306;000000;644;645.6;640.2;642.6;4757
20070307;000000;643.7;650.3;642.1;650.3;3414
20070309;000000;652.8;656.7;649.8;650.3;1211
20070315;000000;662.7;662.7;661;661;6
20070316;000000;666.5;672.4;666.1;670.5;1915
20070319;000000;671.2;673.5;669.5;669.5;1234
20070320;000000;669.9;676.5;669.5;674.7;311
20070321;000000;677.1;678.2;673.8;674.2;325
20070322;000000;679.8;681.2;679.8;680.5;221
20070323;000000;676.6;678.9;673;673;667
20070326;000000;676;679.1;676;679.1;106
20070327;000000;680.1;683;678.8;679;429
20070328;000000;683.2;683.2;683;683;23
20070329;000000;681;681;681;681;1
20070330;000000;678.2;679.5;677.9;679.4;52
20070402;000000;677.7;680.2;673.8;673.8;1300
20070403;000000;679;680.6;677.4;680.5;407
20070404;000000;680;685;679;685;302
20070405;000000;687;687.9;684.9;687.1;938
20070406;000000;684;684;684;684;1
20070409;000000;686.7;686.7;686.7;686.7;1
20070410;000000;687.9;689.5;687.3;688.1;462
20070411;000000;685;688.2;684.7;688.2;110
20070412;000000;686.5;687.7;684.7;685.6;383
20070413;000000;686;690.6;685.5;688.4;111
20070416;000000;694.6;695.2;693.5;695.2;361
20070417;000000;695;699.9;694.9;696;5247
20070418;000000;698.1;698.7;690.4;698.2;237
20070419;000000;690.2;692.9;688.7;688.7;143
20070420;000000;693.3;701;692.5;701;21
20070423;000000;697.7;699.2;696;697.7;953
20070424;000000;697.6;699;694.4;696.5;630
20070425;000000;691.5;694.2;691.5;693.6;645
20070426;000000;693;693;680.7;680.7;515
20070427;000000;679.3;684.7;677.5;684.7;7291
20070428;000000;687.1;687.2;684.3;684.6;8
20070502;000000;679.5;680;673.4;674.8;649
20070503;000000;679;682.6;679;680.9;837
20070504;000000;686.4;695.1;686.3;694;675
20070507;000000;693.6;696.8;693.6;695.8;4991
20070508;000000;694;694.3;691.1;691.8;620
20070510;000000;686.5;686.5;679.7;681.1;3265
20070511;000000;674.8;676.6;672.7;674.4;3581
20070514;000000;680.5;680.6;676;677.9;11849
20070515;000000;675.4;676;669.5;673.7;5818
20070516;000000;679;679;671;671.5;3728
20070517;000000;668.2;668.8;660.5;661.5;3441
20070518;000000;663.9;665.6;655.1;661.9;3510
20070521;000000;666;667.2;658.1;663;4631
20070522;000000;666.4;669.3;666;666.1;2602
20070523;000000;663.9;667.3;658;666.7;3279
20070524;000000;664.7;665.9;660;661.5;1430
20070525;000000;657.3;665;656.6;658.5;3566
20070528;000000;658;659;657.1;657.1;875
20070529;000000;658.8;663.9;657.9;663.7;3006
20070530;000000;660.1;660.4;653;655.6;3317
20070531;000000;663.2;663.3;657.7;661.1;2994
20070601;000000;664.6;669.8;663.7;668.5;1626
20070604;000000;671.3;672.5;670.8;672.2;545
20070605;000000;673.6;674.2;670.3;671.7;1821
20070606;000000;671.9;672.3;668.5;671.3;1337
20070607;000000;672.6;673.2;666.8;667.9;2385
20070608;000000;659.1;659.1;653.2;656;2356
20070609;000000;649;651.9;649;651.9;67
20070613;000000;658.5;661.9;656.1;661.1;9182
20070614;000000;662.5;664.2;659;664.2;640
20070615;000000;663.2;665.6;662;664.5;696
20070618;000000;669.5;671.1;666.6;666.6;3202
20070619;000000;665.4;667.6;664.4;667;2121
20070620;000000;671.7;671.7;667.6;668.2;2905
20070621;000000;665;667.1;662.8;663;3713
20070622;000000;662.2;666.3;662;663.7;1149
20070625;000000;663;663.3;659;661.1;1119
20070626;000000;660.5;660.5;657;658;2592
20070627;000000;653.8;653.8;649;652;4040
20070628;000000;653.5;657.5;653.5;657.5;1867
20070629;000000;656;659.7;656;658.9;1723
20070702;000000;657.7;663.1;657.3;663.1;1926
20070703;000000;659;666.1;659;663.4;1130
20070704;000000;663;663.6;661;663.6;124
20070705;000000;663.2;664.7;660.8;661.5;1945
20070706;000000;658.1;658.1;655;657.2;4149
20070709;000000;658.8;669.7;658.8;667.5;5314
20070710;000000;666;677;666;673.2;4988
20070711;000000;673.6;673.7;669.6;672;682
20070712;000000;669.5;674.9;669.5;674.9;1516
20070713;000000;674.5;675.5;671;675.5;1174
20070716;000000;676.5;676.5;673.1;673.2;586
20070717;000000;671.5;677.4;670;677.4;652
20070718;000000;675;676.8;672.4;673.9;1585
20070719;000000;678.7;681;678.5;681;2186
20070720;000000;684;688.9;682;687.9;2307
20070723;000000;688.5;690.5;683.8;683.8;1245
20070724;000000;686.9;693.2;686.9;689.1;1686
20070725;000000;686.5;687.3;681;682.2;3234
20070726;000000;681.7;682.5;673.5;679.8;2366
20070727;000000;674.8;674.8;665.4;669.8;2569
20070730;000000;670;670;665.9;667;1668
20070731;000000;669.1;674;669.1;671.7;2147
20070801;000000;666.3;674;665.3;670.5;3456
20070802;000000;670.3;672.3;669.7;672.3;953
20070803;000000;670.8;682.2;670.5;682.2;446
20070806;000000;678.8;679.7;676.5;676.5;2079
20070807;000000;675.7;676.3;672.1;674;2894
20070808;000000;675.4;680.2;675.2;680;991
20070809;000000;678.9;679;665.1;666.1;2706
20070810;000000;668.2;675;662.2;675;2400
20070813;000000;674.7;676.4;673.5;674;1270
20070814;000000;674.4;678.8;670.1;673;1670
20070815;000000;671.5;675.1;667;675.1;1827
20070816;000000;669.7;673;665.7;673;2215
20070817;000000;653;669.9;649.9;661;5846
20070820;000000;660.6;663;657.1;657.1;1479
20070821;000000;662;662.8;659.6;662.4;783
20070822;000000;667.1;667.1;659.8;663.4;1858
20070823;000000;666.1;670;662.1;667.5;3621
20070824;000000;655;665.1;655;664;1335
20070827;000000;669;670.6;669;669.2;770
20070828;000000;670.3;670.7;667.5;670.4;2279
20070829;000000;666.8;671.5;665.2;669.2;1130
20070830;000000;668.1;668.8;664.1;667;775
20070831;000000;670.1;676;665.1;673.3;3496
20070903;000000;674.7;676.8;672;672;178
20070904;000000;675.1;679.1;674.6;679.1;1115
20070905;000000;679.1;682.4;679.1;681.9;4032
20070906;000000;685.6;690.4;671;689;6982
20070907;000000;693.9;707;692.8;702.1;5700
20070910;000000;715;721.8;715;719.1;2956
20070911;000000;718.1;721.2;717.5;719.4;8977
20070912;000000;724.8;729.8;721.7;722.4;2793
20070913;000000;723;723;717;719.5;4406
20070917;000000;725.1;730.9;722.5;728.7;7716
20070918;000000;730.2;734.5;727;727;5712
20070919;000000;735;738.3;734.1;737;3803
20070920;000000;736.2;747.5;735.7;740.3;7056
20070921;000000;749.2;753.6;746;749.2;5270
20070924;000000;747.4;749;742.5;742.5;2340
20070925;000000;740.1;742.5;735.4;742.2;4344
20070926;000000;744;749.6;742.1;749;2073
20070927;000000;742;749.3;741.3;747;4384
20070928;000000;749.9;757.1;749;757.1;3912
20071001;000000;757.9;769.5;752.9;754.2;2538
20071002;000000;750.1;750.1;741.1;744;8502
20071003;000000;743.9;745.3;739.2;741.6;3423
20071004;000000;735.1;739.9;730;731.5;3813
20071005;000000;744;747.6;735.1;746;7280
20071008;000000;745.5;761.1;741;744.9;4257
20071009;000000;740.2;745.3;736;744.6;5486
20071010;000000;752;752.9;746.3;749.5;5948
20071011;000000;753;755.1;750.8;754;5358
20071012;000000;754.9;758.9;753;756.8;5797
20071015;000000;757.1;766.8;740.4;765.8;6584
20071016;000000;768;773.1;761.8;763.9;10517
20071017;000000;765;770.6;762.6;768.8;26174
20071018;000000;766;772.2;762.5;770.4;7151
20071019;000000;774.9;777;770;774.9;5891
20071022;000000;767.2;767.9;751;758.9;9082
20071023;000000;763;767.5;761.9;763.9;10524
20071024;000000;762.8;763.8;759.2;762.7;3047
20071025;000000;767.1;774.3;767.1;772;4691
20071026;000000;780;785.2;778.5;785.2;10431
20071029;000000;793;799.4;790.4;791.8;9380
20071030;000000;789.8;791;784.3;789.1;12037
20071031;000000;788.8;795.4;784.7;794.4;11687
20071101;000000;804;804.9;788.4;794.4;11987
20071102;000000;794.1;801.6;792.3;798.8;5942
20071106;000000;814;827.3;813.1;825.7;11014
20071107;000000;841.9;850;833.6;840.4;27336
20071108;000000;837.2;845.4;830.7;841.5;10773
20071109;000000;838.7;840.4;830.7;834.9;10198
20071112;000000;823;823.8;806;811.2;15102
20071113;000000;810.5;812.3;804.6;809.5;6398
20071114;000000;809;818.4;807.5;816.8;4672
20071115;000000;815.7;816.6;795;799;7815
20071116;000000;793;799.9;789.1;794.8;8664
20071119;000000;800;800;786.5;787.4;6828
20071120;000000;787.3;797.1;787.3;797.1;9654
20071121;000000;805;809.5;797.2;802;7210
20071122;000000;804.7;806.3;803;806.3;785
20071123;000000;812.1;818.5;809.3;816.2;7172
20071126;000000;827.8;837.2;826.3;831.5;7444
20071127;000000;825.5;828.4;812.6;814.3;7329
20071128;000000;810;810;793.6;804.2;10361
20071129;000000;808.9;809.1;797.2;798.4;4677
20071130;000000;796;798.3;786.6;788.3;12313
20071203;000000;791.8;791.8;778;784.9;5653
20071204;000000;791;801;787.4;797.5;15363
20071205;000000;805.4;806;794.5;794.5;6196
20071206;000000;793.3;800;785.6;798.4;13253
20071207;000000;799.7;805.9;794.4;794.8;5413
20071210;000000;812.9;826.5;811.9;825;6808
20071211;000000;824.2;824.2;819;821.6;1430
20071212;000000;820;830.7;817.8;830.4;2210
20071213;000000;826.5;828.5;813.5;815;3723
20071214;000000;813.3;813.5;803;805;4652
20071217;000000;804;804.7;797.5;801.9;4593
20071218;000000;805.4;818.9;803.7;816.9;11427
20071219;000000;812.5;816.3;810.5;814.5;4604
20071220;000000;814.1;814.2;807.1;808;2109
20071221;000000;813.5;823.6;811.3;821.5;5188
20071224;000000;821.5;827.2;820.9;827.1;4382
20071225;000000;827.1;827.1;818;822.6;1113
20071226;000000;825.5;831.6;823;830;9252
20071227;000000;834.5;841.5;833;838.2;4454
20071228;000000;833.3;846.2;833.3;845.3;2346
20080109;000000;890.2;897.3;880;884.6;14257
20080110;000000;884.4;893.1;874.2;890;13466
20080111;000000;893;903.5;893;898;20321
20080114;000000;913.7;920.5;910.1;910.6;15652
20080115;000000;916.5;920.1;910;919.1;11713
20080116;000000;896.1;904.8;886.5;898.3;19608
20080117;000000;894;897.4;887.6;896.7;8515
20080118;000000;888;895.9;878.9;890;11982
20080121;000000;888;888;867;877.2;8306
20080122;000000;862;883.8;855.4;882.7;26688
20080123;000000;893.9;896.9;881.6;894;14803
20080124;000000;896.8;917;894;914.3;12724
20080125;000000;919.5;930.1;918.9;925.6;17931
20080128;000000;926;928.9;921.2;928.9;5756
20080129;000000;931.7;938.3;926;930;16367
20080130;000000;929.6;931.6;921;923.4;10851
20080131;000000;929;932.7;922.8;926.9;15267
20080201;000000;929;940;927.2;931.9;16315
20080204;000000;913.6;914.2;895.2;901.4;14520
20080205;000000;905.5;905.7;888.1;892.5;8944
20080206;000000;892.2;905.5;888.9;905;12004
20080207;000000;909.2;913.4;900;903.7;12815
20080208;000000;911.5;919.3;910.8;919.1;9560
20080211;000000;924.1;929.6;920.7;922.7;4305
20080212;000000;924;926.6;914.8;919.1;6245
20080213;000000;904.1;908.1;898.8;901.2;6676
20080214;000000;912.3;916.1;904.1;906.6;4937
20080215;000000;910.3;917.9;909.2;915.1;4677
20080218;000000;912.1;912.1;903;905.6;3730
20080219;000000;913.2;927.1;911.9;925;8958
20080220;000000;929.2;930.6;915.3;922.8;13479
20080221;000000;943.2;949.1;932.1;947.5;11324
20080222;000000;944.1;951.8;943.9;944.5;6696
20080226;000000;933;939.5;928.3;937.9;6513
20080227;000000;955;965;953.6;957.3;15669
20080228;000000;955.2;963.6;954.5;960.8;6251
20080229;000000;970;977;965.4;973;11672
20080303;000000;983.5;992.8;978.9;990.5;12524
20080304;000000;982;989.5;981.8;984.9;9842
20080305;000000;964.8;976;960.4;976;12343
20080306;000000;986;992.5;972.3;975.5;12922
20080307;000000;983.5;990.1;972;976.8;24620
20080311;000000;981.4;998.6;980.1;985;12184
20080312;000000;988;994.7;981.5;988.5;3713
20080313;000000;999.4;1011.4;997.1;1008.3;11666
20080314;000000;1006.2;1018.1;1003.5;1016.6;19293
20080317;000000;1020.5;1039.8;1015.5;1025.5;17551
20080318;000000;1015.7;1035.1;1005.2;1023;43314
20080319;000000;1001;1015.5;980.7;981;36847
20080320;000000;951;960.7;927;938.6;34504
20080321;000000;937;939;928;938.5;1736
20080324;000000;930;939.8;929;937.3;16951
20080325;000000;936;948;936;945.9;16457
20080326;000000;952.7;960.9;945.4;957.8;12980
20080327;000000;959.5;962.3;949.8;958.2;13495
20080328;000000;955;957.9;937.7;944.3;11245
20080331;000000;945;950.9;941.8;944.6;11669
20080401;000000;930;930;830.2;900.8;22672
20080402;000000;895;906.9;892;905;12016
20080403;000000;910;915.2;903;912;16286
20080404;000000;913.9;922;911.1;915.5;12272
20080407;000000;923.7;934;919.4;934;11964
20080408;000000;930;937;921.5;925.8;16913
20080409;000000;925;927.2;914.5;926.3;15018
20080410;000000;937;951.5;936.5;944;26043
20080411;000000;931;940.8;931;936.7;20876
20080414;000000;930.9;937.5;925.1;936.2;14503
20080415;000000;940;955;936.5;941.5;12927
20080416;000000;944.8;956;938.6;955.5;15639
20080417;000000;954.5;960.9;950.7;956;15894
20080418;000000;955;958.8;913.2;916.8;39090
20080421;000000;920.2;934.5;919;922;18099
20080422;000000;920.5;928.2;917.5;926.8;15156
20080423;000000;924.7;927.5;902.1;904.6;23209
20080424;000000;906;911.4;896.6;899.4;27716
20080425;000000;896;902;885.5;897;34789
20080428;000000;898.5;900;892;894.5;8020
20080429;000000;894;894.5;881.7;885.7;22390
20080430;000000;883;883;868.3;877.5;26957
20080504;000000;860.9;867.8;859;862.5;2704
20080505;000000;868.3;875;866.5;874;9403
20080506;000000;880;886.2;875.9;885.2;20009
20080507;000000;882;894.9;868.7;871.2;23524
20080508;000000;872.2;883;870.5;881.4;16428
20080512;000000;883.5;887.4;880.5;886.3;20542
20080513;000000;881.6;884.3;865.3;865.5;17952
20080514;000000;870.2;874.1;863;869;11581
20080515;000000;870.9;888.2;867.8;884.5;17893
20080516;000000;884.4;902.2;884;900.5;26935
20080519;000000;907.1;916.7;907.1;910.1;12725
20080520;000000;911.6;917;898;915;14161
20080521;000000;919.9;931.9;919.9;925;13540
20080522;000000;932.8;938.1;924.1;931.3;20153
20080523;000000;922.5;932;920.1;931.8;17561
20080526;000000;930;930.4;925.4;929.5;5475
20080527;000000;931;932.7;907;931.9;16921
20080528;000000;912;912.8;890;909.4;26425
20080529;000000;901.1;906.5;881;902.4;37314
20080530;000000;880.3;892.9;873.5;882.2;27292
20080601;000000;888.29999;891.40002;884.09998;890.5;2959
20080602;000000;888.40002;898.5;884.09998;890.5;23888
20080603;000000;896;899.5;878.70001;894.3;23318
20080604;000000;882.29999;888.79999;877;883.09998;31405
20080605;000000;881.09998;882.5;866.90002;879.5;23130
20080606;000000;879.90002;903.40002;879.40002;903.40002;36864
20080607;000000;902.5;907;901;903;1539
20080609;000000;903;911;892.5;894;33383
20080610;000000;901.5;904.20001;878.5;879;36435
20080611;000000;882;895.5;882;892.20001;27870
20080616;000000;892.20001;902.90002;879.09998;891.70001;42021
20080617;000000;893.70001;898;883.29999;894.5;35501
20080618;000000;892.09998;903.90002;891;903;18408
20080619;000000;901.79999;917.09998;896;907;55704
20080620;000000;909.90002;915.90002;906.5;912;67055
20080623;000000;912.70001;915.40002;888.70001;891.90002;42016
20080624;000000;892;907;890.5;896.29999;39057
20080625;000000;896.40002;896.79999;881.09998;891;47082
20080626;000000;891;923.5;891;922.90002;63539
20080627;000000;922.90002;936;917.90002;933.40002;35191
20080630;000000;934.70001;942.20001;926;932.29999;43520
20080701;000000;932.70001;953;931.20001;947;35528
20080702;000000;946.59998;952.90002;938.29999;952;35841
20080703;000000;951.29999;954.79999;933.90002;939.79999;28420
20080704;000000;940.09998;942;935.59998;939.90002;14110
20080707;000000;938.90002;938.90002;921.70001;931.59998;33911
20080708;000000;934.20001;939.5;919.59998;927.59998;27593
20080709;000000;927.29999;935.40002;923.70001;932.5;17812
20080710;000000;934.5;951.90002;931.70001;951.90002;33066
20080711;000000;949.79999;973;948.40002;970.5;37845
20080714;000000;968.79999;977.90002;959.09998;975.5;20324
20080715;000000;974.70001;993.40002;974;980;28236
20080716;000000;978.79999;986;965;965.20001;26633
20080717;000000;965.29999;983.29999;958.29999;962.5;27082
20080718;000000;963.90002;970;955.5;961.20001;24306
20080721;000000;964.09998;974.09998;963.90002;970.90002;24544
20080722;000000;970.90002;981.40002;951.70001;951.70001;43535
20080723;000000;951.70001;951.70001;924;926;32994
20080724;000000;928;936.40002;921;936.20001;32082
20080725;000000;936.5;941;924.59998;935;40636
20080728;000000;935.5;938.09998;928.09998;934.79999;10083
20080729;000000;935.29999;936.70001;918;921.90002;26271
20080730;000000;920;922;896;910;53046
20080731;000000;912.7;928;909.5;918;20797
20080801;000000;915;919;904;912.5;12227
20080804;000000;914.79999;917.40002;897.29999;901.70001;21659
20080805;000000;897.20001;897.20001;877;881.90002;15650
20080806;000000;881.5;889.5;876;883.70001;13272
20080807;000000;883.79999;887.90002;870.29999;876.59998;10272
20080808;000000;872.09998;872.09998;852.09998;855.70001;22437
20080809;000000;853.5;860;852.09998;855.70001;772
20080811;000000;860;866.5;834.59998;834.59998;26058
20080812;000000;834.59998;834.59998;802.70001;818.70001;30450
20080813;000000;819.29999;831.5;815.20001;829.40002;22759
20080814;000000;831.40002;837.90002;805.5;807.5;27556
20080815;000000;806.79999;806.79999;777.70001;784.79999;22580
20080818;000000;787.5;804;787.5;800.79999;17890
20080819;000000;800;811.79999;782.70001;811.70001;18892
20080820;000000;811.79999;818.09998;800.5;812.5;13138
20080821;000000;813.79999;839;813.79999;836;23622
20080822;000000;837;838.09998;820.90002;823.70001;18440
20080825;000000;820.09998;827.40002;817;822.5;16588
20080826;000000;820.5;831.29999;807;826.20001;16121
20080827;000000;827.5;835.79999;824.20001;828;15602
20080828;000000;830;845;826.29999;835;15462
20080829;000000;834.40002;840.79999;830;831.5;18257
20080901;000000;831.5;835.5;817.29999;818.40002;10161
20080902;000000;817.5;817.5;790.40002;806;26107
20080903;000000;805.09998;809.20001;790;802;27821
20080904;000000;803;815;794.09998;797.59998;23740
20080905;000000;797.29999;815.09998;792.40002;802.90002;17416
20080908;000000;804.70001;818.5;797.29999;802.09998;19171
20080909;000000;799;804.70001;775.79999;779.09998;17486
20080910;000000;781.5;790.70001;764.20001;764.20001;15015
20080911;000000;765;765.09998;742;748.70001;9264
20080912;000000;751.79999;773.29999;751.79999;772.09998;23913
20080915;000000;779;793.29999;771.40002;792.09998;19152
20080916;000000;785.09998;797.09998;779.5;784.79999;12222
20080917;000000;787.70001;835.90002;787.70001;835.90002;8358
20080918;000000;835.90002;923.90002;835.90002;845;34636
20080919;000000;858;889;831.09998;889;15097
20080922;000000;879.59998;916.29999;875.5;915;18072
20080923;000000;908.40002;911.79999;888.09998;902.5;23806
20080924;000000;899;911.20001;885.09998;886;12108
20080925;000000;887.70001;906;875;886.5;15756
20080926;000000;885.90002;913.5;876.09998;893.59998;16071
20080929;000000;891.20001;929.20001;875.40002;921.29999;25016
20080930;000000;921;921;870.20001;875.5;23778
20081001;000000;880.5;899.79999;876.79999;881;15230
20081002;000000;880;882.5;836.5;844.79999;23002
20081003;000000;847.79999;854.59998;825;839.29999;32429
20081006;000000;835.5;885;831.09998;868.79999;17790
20081007;000000;871.70001;896.09998;871.70001;890.90002;20180
20081008;000000;891.20001;926;891.20001;909.70001;24975
20081009;000000;901.59998;921.90002;885;916.29999;23660
20081010;000000;921;938.09998;857.79999;857.79999;30108
20081013;000000;857.79999;870.90002;826;839.70001;20704
20081014;000000;841.5;859;835;842.5;16500
20081015;000000;847;861.40002;835.90002;849;13586
20081016;000000;847.59998;847.59998;788.59998;811.59998;17559
20081017;000000;813;818.90002;775.5;794.79999;11837
20081020;000000;795.5;812;788;798.90002;10074
20081021;000000;798.40002;799;769;774.5;9980
20081022;000000;772.5;772.5;723.40002;725.09998;13163
20081023;000000;732;745;700.40002;719.90002;23846
20081024;000000;715;753;683.59998;736;24463
20081027;000000;729.59998;749;708.90002;736;14089
20081028;000000;745.90002;757;730.5;751;13879
20081029;000000;749;776;739.20001;760.59998;18548
20081030;000000;764.40002;780.59998;735.59998;740.09998;13368
20081031;000000;737.79999;743.5;719;723.29999;15902
20081101;000000;725.90002;731.59998;724;724;987
20081105;000000;750.29999;766;724;742.5;17769
20081106;000000;740.09998;763;717;734.09998;16056
20081107;000000;738.70001;746.70001;733.29999;737.70001;9923
20081110;000000;740.90002;770.20001;740.90002;747.90002;14296
20081111;000000;748;748;727.59998;734.90002;11940
20081112;000000;739.90002;740.20001;710.59998;711.29999;13209
20081113;000000;712.40002;735;701;730;17149
20081114;000000;731.09998;755.90002;726.90002;749.09998;13660
20081117;000000;746.09998;750.09998;732.20001;740.59998;17476
20081118;000000;737.29999;747;732.09998;738;13352
20081119;000000;739.70001;764.59998;734.09998;738;11777
20081120;000000;743;754;737.70001;751;20962
20081121;000000;753.40002;798;753.40002;797.90002;29904
20081124;000000;794.09998;832;789.90002;829.90002;23298
20081125;000000;828;832.09998;804.59998;823;27596
20081126;000000;815.5;823;809;819;16359
20081127;000000;815.5;817.29999;811;817.29999;5422
20081128;000000;814.20001;821;809.09998;819.20001;10851
20081201;000000;819.09998;819.09998;769.40002;772.70001;23006
20081202;000000;768;785.5;761.20001;780.20001;19701
20081203;000000;780.20001;782.79999;764.20001;771.29999;16504
20081204;000000;767;788.09998;762.70001;766.40002;22698
20081205;000000;766.40002;772.79999;742.20001;759.5;23306
20081208;000000;764.09998;781;764.09998;774;14612
20081209;000000;771.29999;780;762.5;773.20001;17551
20081210;000000;787.29999;818.40002;784.29999;814;4013
20081211;000000;817.79999;839.40002;817.09998;827;6667
20081212;000000;825;832.70001;814;821.70001;10262
20081215;000000;825.5;847;825;840.5;15060
20081216;000000;840.40002;863.59998;834.20001;859.5;13185
20081217;000000;860;887.20001;851;874;17099
20081218;000000;872;882;852.79999;860;16463
20081219;000000;858.29999;858.29999;834.40002;844.79999;19128
20081222;000000;846;856.70001;844;853.5;10916
20081223;000000;850.5;852;834.40002;843.59998;11900
20081224;000000;844.90002;855;839;853.90002;6228
20081225;000000;851;877;825;849;959
20081226;000000;850.79999;871.79999;848;871;3909
20081229;000000;871.79999;893;871.79999;884;13174
20081230;000000;881.29999;882.29999;869;879;7401
20081231;000000;877;881.40002;869.20001;870.59998;1586
20090111;000000;859.90002;867.59998;854;864.79999;910
20090112;000000;861;861;818.09998;822.20001;18154
20090113;000000;819.5;832.59998;816.20001;823.90002;12016
20090114;000000;824.90002;831;809.20001;814.90002;8440
20090115;000000;811;823.29999;802.29999;821.70001;16366
20090116;000000;821.70001;844.40002;820.09998;843;11888
20090119;000000;842.59998;845.70001;833.59998;839;6053
20090120;000000;835.09998;868;822.29999;858;28836
20090121;000000;854;866;845;858.59998;14838
20090122;000000;856.20001;864;845.29999;860.79999;17240
20090123;000000;859;903.79999;853.40002;902.40002;13319
20090126;000000;897.20001;917.79999;897;907.59998;20499
20090127;000000;908.20001;909.40002;894;898.40002;11731
20090128;000000;896.79999;903.20001;884.79999;891.29999;18129
20090129;000000;887;911.59998;876.20001;911.59998;25036
20090130;000000;908;934.09998;904.59998;930;36087
20090202;000000;929;929;906.5;907.40002;22629
20090203;000000;906.29999;914.90002;892.5;901.70001;30255
20090204;000000;900;910.5;897.40002;908;19033
