<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
20221128;000000;1743.8;1751.8;1732.2;1732.9;109364
20221129;000000;1734;1746.8;1734;1739.4;94407
20221130;000000;1740.5;1758.5;1737.3;1756.7;155795
20221201;000000;1757.6;1788.3;1757.6;1787.9;172961
20221202;000000;1787.5;1787.9;1770;1784.8;137245
20221205;000000;1785.5;1794.8;1761.1;1762.6;140337
20221206;000000;1763.4;1773.9;1758.1;1762.2;118741
20221207;000000;1762.9;1779.1;1760.1;1775.8;110363
20221208;000000;1775.1;1786;1771.2;1781.9;93688
20221209;000000;1781.9;1797.7;1779.4;1789.8;123873
20221212;000000;1789.6;1789.6;1771.3;1775;86812
20221213;000000;1775.9;1808.4;1775.9;1804.4;194155
20221214;000000;1804.9;1808.7;1790;1803.1;118328
20221215;000000;1800.2;1800.2;1777.1;1782.2;151480
20221216;000000;1782.9;1792;1773.4;1791;109060
20221219;000000;1790.7;1796.9;1784.3;1788.1;107858
20221220;000000;1788.2;1817.9;1787.1;1814.2;136509
20221221;000000;1814.2;1819.8;1804.6;1805.8;91631
20221222;000000;1808;1815.8;1780.5;1787.9;129301
20221223;000000;1789;1796.4;1776.8;1784.5;106375
20221226;000000;1783.2;1786.9;1780.3;1783;20517
20221227;000000;1783.3;1806.6;1783.3;1797;74428
20221228;000000;1797;1797.9;1765.1;1773.3;116384
20221229;000000;1774.4;1788.4;1772.7;1784.6;60799
20221230;000000;1784.7;1806.3;1778.5;1805;85327
20230103;000000;1805;1822;1801.1;1810.1;81978
20230104;000000;1810.7;1830;1810.7;1822.4;79368
20230105;000000;1821.8;1825.1;1803.3;1809.7;66391
20230106;000000;1810.3;1830;1806;1827.8;80424
20230109;000000;1829;1847;1829;1835.9;92620
20230110;000000;1837;1845;1834.1;1842.6;55502
20230111;000000;1842.7;1853.2;1838.9;1846;87220
20230112;000000;1847;1862;1841.8;1853.4;134914
20230113;000000;1853.4;1876.3;1851.1;1875.9;95545
20230116;000000;1874.2;1895.9;1866.4;1895;143343
20230117;000000;1894;1898.7;1882.4;1890;101803
20230118;000000;1889.5;1914;1882.1;1897.5;142975
20230119;000000;1897.7;1925.8;1897.7;1924.4;99629
20230120;000000;1924;1934;1917.8;1927.9;119589
20230123;000000;1927.2;1928.9;1908.5;1925.5;106836
20230124;000000;1925.5;1939.4;1921.6;1935.6;131627
20230125;000000;1935;1945.1;1923.8;1942.5;109796
20230126;000000;1942.6;1947.9;1926.8;1934.6;112879
20230127;000000;1934.2;1938;1923.3;1932.6;86348
20230130;000000;1932.7;1936.1;1927.2;1928.6;56650
20230131;000000;1928.1;1935.9;1908.8;1932.3;133778
20230201;000000;1932;1953.6;1925.8;1952.3;139303
20230202;000000;1952.7;1962.6;1921.1;1922.7;185178
20230203;000000;1923.5;1927;1880.5;1883.3;221362
20230206;000000;1884.4;1895.9;1870.2;1877.9;117194
20230207;000000;1878.5;1894.7;1873.5;1883.5;136542
20230208;000000;1883.7;1897.6;1883.3;1886.8;117415
20230209;000000;1888.5;1899.3;1868;1871.3;147433
20230210;000000;1871.2;1880.5;1867.5;1874;103105
20230213;000000;1874;1876.6;1863.6;1866;103287
20230214;000000;1866.5;1887.3;1857.9;1872.8;203195
20230215;000000;1870.5;1870.5;1846;1852.8;149100
20230216;000000;1852.4;1858.9;1841;1852.3;170298
20230217;000000;1851.5;1857.7;1836;1857.6;149187
20230220;000000;1857.6;1862.8;1854.9;1856.7;69016
20230221;000000;1856.8;1861;1846.5;1852.9;108834
20230222;000000;1853.4;1858.8;1839.6;1841.3;105473
20230224;000000;1841.2;1842.3;1824.6;1828.8;97438
20230227;000000;1828.5;1837.7;1825.3;1833.6;102685
20230228;000000;1833.5;1847.9;1824.7;1845.4;122262
20230301;000000;1845.5;1858.4;1845.5;1851.6;123549
20230302;000000;1851.5;1851.5;1841.8;1849.6;101395
20230303;000000;1850.3;1868.8;1850.1;1867.5;113833
20230306;000000;1867.2;1867.4;1856.5;1858.7;101316
20230307;000000;1858.9;1862.9;1830.4;1832.1;174134
20230309;000000;1832.1;1844.6;1827.9;1839.1;126173
20230310;000000;1838.6;1868.6;1838.2;1868.2;198921
20230313;000000;1868.8;1917;1867.9;1917;246683
20230314;000000;1916.8;1916.8;1896.8;1904.6;181604
20230315;000000;1904.6;1939.3;1888.7;1920.3;243211
20230316;000000;1933.4;1946.8;1918.6;1924.9;168809
20230317;000000;1925;1981.8;1925;1980.5;233909
20230320;000000;1981.4;2015.5;1979.5;1988.5;252320
20230321;000000;1988.5;1992.5;1953.7;1959;187343
20230322;000000;1959;1988.7;1953.2;1982.2;215662
20230323;000000;1982.7;2011.5;1973.1;2003.2;212099
20230324;000000;2003.1;2010.6;1983;1986.5;178375
20230327;000000;1986.1;1986.1;1963;1975.6;171039
20230328;000000;1976;1994;1966.6;1990.8;137492
20230329;000000;1990.1;1992.4;1977.3;1982.4;137048
20230330;000000;1982.7;1999;1981.5;1994.8;117755
20230331;000000;1994.8;2004.6;1987.2;1991.8;127515
20230403;000000;1991.5;2006.9;1973;2002.3;144034
20230404;000000;2002.1;2035;1996;2029.7;173651
20230405;000000;2030.5;2042.4;2020.2;2030.4;163423
20230406;000000;2030.2;2031.5;2008.3;2013.8;139376
20230407;000000;2014;2019.4;2004.7;2009.9;46646
20230410;000000;2009.6;2020.8;2000;2008.3;133215
20230411;000000;2008.3;2026;2008.3;2020.3;108138
20230412;000000;2020.5;2040.9;2017;2026.4;170977
20230413;000000;2025.8;2046.6;2024.5;2042.2;186068
20230414;000000;2043.3;2045.9;2012.6;2021.4;210739
20230417;000000;2021.5;2027;1997;2007;145654
20230418;000000;2007.4;2019;1999.2;2015.7;135864
20230419;000000;2015.6;2015.6;1990.6;2009.4;216155
20230420;000000;2008.3;2026.4;2006;2018.6;151989
20230421;000000;2018.6;2018.6;1996.8;2005.2;149036
20230424;000000;2005.2;2005.2;1990;2000.9;126700
20230425;000000;2001.9;2016.5;1997.8;2011.4;135248
20230426;000000;2010.9;2020.5;2002;2005.4;124238
20230427;000000;2005.7;2023;2003;2008.8;161515
20230428;000000;2008.8;2020.8;2003.7;2017.8;114119
20230502;000000;2017.5;2045;2006.2;2037.7;135732
20230503;000000;2037.7;2065.7;2032.5;2065.6;165538
20230504;000000;2065.7;2088.7;2059.4;2083.6;156357
20230505;000000;2082.3;2082.3;2039;2053.8;167897
20230508;000000;2054;2066.3;2050.6;2058.4;55232
20230510;000000;2058.5;2065.1;2041.2;2048;177044
20230511;000000;2049.1;2062.3;2034.7;2038.6;150227
20230512;000000;2037.5;2043.2;2023.9;2033.1;104816
20230515;000000;2035.8;2042;2026;2030.7;101306
20230516;000000;2030.6;2030.6;2007;2012.4;140418
20230517;000000;2012;2012.5;1999.4;2006.1;114540
20230518;000000;2005;2005;1977;1977.6;182761
20230519;000000;1978.4;1999.2;1975;1994;130431
20230522;000000;1993;1998.1;1981.7;1984.7;94303
20230523;000000;1984.5;1986.9;1965.3;1982.6;141535
20230524;000000;1983.3;1997;1971.5;1974.3;153239
20230525;000000;1974;1978.9;1952.6;1954.7;167191
20230526;000000;1954.7;1968.2;1952.3;1959.3;107156
20230529;000000;1959.9;1964.8;1953.6;1956.2;71900
20230530;000000;1955.7;1974.8;1940.4;1969.3;164893
20230531;000000;1970;1983.1;1962.3;1972.1;153719
20230601;000000;1972;1988.5;1963.1;1985.8;148133
20230602;000000;1986.2;1989.6;1955.1;1956.5;165441
20230605;000000;1956.5;1972.1;1948.7;1969.6;146811
20230606;000000;1969.2;1973.3;1961;1970.8;100549
20230607;000000;1970.5;1974.8;1949.2;1949.4;155014
20230608;000000;1950.5;1973.2;1950.5;1970.4;128662
20230609;000000;1969.9;1979.4;1960.7;1965.2;105185
20230613;000000;1965.1;1971.7;1944.4;1948;145943
20230614;000000;1948;1963.4;1944.8;1947;107731
20230615;000000;1970.6;1971.1;1945.7;1969.7;195689
20230616;000000;1970;1980.8;1967.1;1972.2;95931
20230619;000000;1971.5;1971.5;1959.1;1962.4;74830
20230620;000000;1961.9;1969.8;1947.9;1952.5;107343
20230621;000000;1952.3;1955.6;1941.4;1950.6;87130
20230622;000000;1950.4;1954;1936.5;1937.7;114812
20230623;000000;1938;1952.9;1938;1944.3;85471
20230626;000000;1944.6;1951.7;1942.2;1946.4;66074
20230627;000000;1946.5;1951.3;1930;1937;103494
20230628;000000;1937.2;1939.8;1922.3;1926.6;103893
20230629;000000;1926.2;1929.6;1915.2;1927;99851
20230630;000000;1926.6;1937.5;1917.6;1935.2;90061
20230703;000000;1935.2;1942.6;1926.1;1938;78769
20230704;000000;1938.1;1942.5;1936;1938.2;43135
20230705;000000;1938.3;1945.2;1927.6;1929.5;81621
20230706;000000;1930.4;1934;1912.4;1918.6;113645
20230707;000000;1919.7;1938.5;1919;1931;81402
20230710;000000;1929.7;1935.2;1923.1;1935;61764
20230711;000000;1936.9;1946.9;1936.9;1941.7;74029
20230712;000000;1946.5;1961.9;1942.1;1958.7;120722
20230713;000000;1958.2;1964.5;1953.6;1961.4;76597
20230714;000000;1959.9;1961.5;1951.6;1956.1;52152
20230717;000000;1955.5;1959.9;1947.3;1953.5;63458
20230718;000000;1956.8;1978.5;1955;1975.9;120883
20230719;000000;1975.1;1979.8;1971;1977.4;66645
20230720;000000;1978.8;1984;1968.8;1972;93209
20230721;000000;1971.7;1974.7;1962;1966.5;85254
20230724;000000;1965.8;1971;1957.4;1959.3;74524
20230725;000000;1964.8;1969;1958.6;1968.9;75133
20230726;000000;1968.5;1978.8;1966.5;1973.9;84063
20230727;000000;1976.1;1981.6;1951.1;1952;125576
20230728;000000;1957.3;1966;1953;1963;79550
20230731;000000;1960.2;1974.3;1951.1;1967.5;72734
20230801;000000;1963.2;1967.5;1952;1953.3;81206
20230802;000000;1954.8;1962.3;1942.7;1944.6;106178
20230803;000000;1944.5;1951.1;1932.5;1945.6;94323
20230804;000000;1946.5;1955.9;1936;1952.3;69986
20230807;000000;1948.6;1952;1942.1;1947.4;79273
20230808;000000;1946.3;1946.3;1937.8;1943.5;100972
20230809;000000;1946.5;1948.2;1933.7;1935;73611
20230810;000000;1936.5;1949;1934.7;1936.1;88591
20230811;000000;1937.9;1943.8;1934.6;1938.6;63263
20230814;000000;1938.6;1942;1930.5;1932.5;78508
20230815;000000;1932.2;1937.7;1923.2;1927.5;81165
20230816;000000;1929;1932.2;1916.5;1919.2;65566
20230817;000000;1918.1;1925.8;1910.1;1913.5;85634
20230818;000000;1915.4;1917.2;1906.6;1910;62402
20230821;000000;1911.1;1919.7;1907.9;1915.9;70375
20230822;000000;1916.1;1924.3;1913;1920.3;70510
20230823;000000;1923.2;1941.6;1923.2;1938.2;106164
20230824;000000;1940;1945.9;1934.1;1939.8;78869
20230825;000000;1937.9;1944.2;1927.8;1936.7;98573
20230828;000000;1938.7;1947.1;1934.4;1941.1;64385
20230829;000000;1944.6;1956.1;1936;1955.5;101486
20230830;000000;1954.2;1961.8;1951.8;1957.2;74974
20230831;000000;1957.9;1961.3;1953.5;1953.5;42433
20230901;000000;1953.5;1966;1949.5;1954.7;91407
20230904;000000;1957.7;1958.8;1950.3;1952.3;35009
20230905;000000;1951.4;1951.4;1940.4;1940.6;73024
20230906;000000;1942.4;1945.3;1932.6;1933;73589
20230907;000000;1933.1;1936;1930;1933.8;53341
20230908;000000;1937.6;1941.1;1929.4;1930.5;65574
20230911;000000;1935.4;1939.3;1930.6;1931.9;52996
20230912;000000;1930.9;1930.9;1917.5;1920.1;77641
20230913;000000;1920;1923.4;1913.8;1917.2;41597
20230914;000000;1917.3;1919.1;1908.6;1917.2;77547
20230915;000000;1918;1936.7;1918;1931.8;89721
20230918;000000;1933.5;1940.7;1930.3;1940.1;62890
20230919;000000;1940.1;1944.2;1935.6;1937.4;68882
20230920;000000;1937.6;1950.4;1933.8;1936.3;113355
20230921;000000;1965.2;1966.8;1949.2;1952.5;103140
20230922;000000;1953.3;1956;1950;1952.6;49607
20230925;000000;1951.8;1954.7;1945.5;1948.8;71683
20230926;000000;1948.3;1948.3;1932.2;1934.3;71233
20230927;000000;1933.8;1936;1915.2;1918.2;129239
20230928;000000;1918.2;1921.3;1895.5;1902.5;183299
20230929;000000;1902.9;1909;1881.1;1883.4;130717
20231002;000000;1883.2;1883.2;1860.3;1863.1;125217
20231003;000000;1861.9;1866.6;1851.8;1859.3;97464
20231004;000000;1859.3;1865;1852.1;1858.9;101489
20231005;000000;1859.9;1863.1;1847.2;1853.9;101045
20231006;000000;1853.4;1865;1846.4;1863.1;122501
20231009;000000;1863.5;1890.8;1863.5;1887.9;107371
20231010;000000;1887.8;1889.7;1881.3;1886;70684
20231011;000000;1886;1902.6;1884.7;1895.7;96944
20231012;000000;1896.3;1903.1;1880.6;1881.2;130906
20231013;000000;1881.3;1939.1;1881.3;1934.7;223627
20231016;000000;1934;1936.6;1916.5;1929.3;137209
20231017;000000;1928.4;1938.5;1924.5;1932.5;92917
20231018;000000;1932.8;1963;1932.8;1951.7;159298
20231019;000000;1951.3;1976.4;1948.2;1974.7;144955
20231020;000000;1975.3;1998;1973.8;1983.7;224546
20231023;000000;1982.7;1990;1976.6;1983.3;136358
20231024;000000;1984;1989.4;1965.8;1981.7;161179
20231025;000000;1981.8;1998.7;1977.4;1992.3;162121
20231026;000000;1993;2004.4;1985;1996.7;141838
20231027;000000;1997.8;2019.9;1987.6;2017;165663
20231030;000000;2011.6;2012.7;1998.1;2006.1;127983
20231031;000000;2004;2015.7;1987.7;1992.7;161681
20231101;000000;1989.3;1999.6;1977.7;1985.7;156394
20231102;000000;1990.1;1998;1985.3;1995.4;115619
20231103;000000;1995.6;2009.2;1992.5;1996.1;173391
20231106;000000;1989.8;1993.6;1971;1980.5;82775
20231107;000000;1977.7;1977.9;1964.1;1975.3;150063
20231108;000000;1973.3;1975.2;1953.9;1955.3;119160
20231109;000000;1955.1;1974.6;1951.1;1965.5;124646
20231110;000000;1963.6;1965.1;1944.1;1945;154079
20231113;000000;1947.6;1956.5;1941;1954.2;105870
20231114;000000;1952.9;1975.3;1949;1970.8;152877
20231115;000000;1973;1982.1;1962.7;1965;117150
20231116;000000;1966.8;1986.5;1966.8;1979.4;154188
20231117;000000;1983.1;1990;1974.1;1976.3;113044
20231120;000000;1976.4;1980.1;1964.5;1975.9;127557
20231121;000000;1986.1;2003.3;1981.6;1997.2;148682
20231122;000000;1995.8;2004;1982.9;1987.7;113392
20231123;000000;1991.1;1994.8;1982.4;1984.8;69178
20231124;000000;1985.6;2000;1984.9;1999.2;82053
20231127;000000;2004.1;2014.9;1998.2;2008.3;158961
20231128;000000;2008.3;2033.6;2004.6;2031.7;168469
20231129;000000;2034.9;2043.2;2026.2;2039.8;165050
20231130;000000;2037.6;2046.7;2033.8;2037.8;151748
20231201;000000;2041.5;2071.4;2039.8;2070;252475
20231204;000000;2082.5;2088.8;2029.4;2036.2;356842
20231205;000000;2039.6;2044.8;2017.7;2024.6;188832
20231206;000000;2028.3;2040.8;2024.7;2031.1;185931
20231207;000000;2031.4;2047.5;2025.6;2037.3;162990
20231208;000000;2037.3;2040.3;2003.2;2012;264679
20231211;000000;2010.2;2010.2;1983.7;1988.5;220967
20231212;000000;1993;2004.5;1983.4;1986.6;173384
20231213;000000;1985.6;2027.6;1978.7;2024.2;259545
20231214;000000;2034;2055.2;2033.3;2043.4;253657
20231215;000000;2043.8;2052.5;2022.8;2026.7;174618
20231218;000000;2028.8;2040.8;2025;2033.9;127803
20231219;000000;2031.9;2050.8;2030;2043.4;95665
20231220;000000;2043.4;2047;2034.3;2037.2;115952
20231221;000000;2081.5;2092;2077.7;2088.9;136034
20231222;000000;2091.3;2098.7;2074;2079.5;178207
20231225;000000;2079.5;2091;2075;2088.9;27336
20231226;000000;2089.8;2100;2086.2;2099.8;93873
20231227;000000;2097;2113.6;2094;2108.5;117324
20231228;000000;2111.9;2121;2104;2107.3;127162
20231229;000000;2109.8;2114.9;2102.1;2108.5;78246
20240103;000000;2106.5;2107.3;2078.8;2088.6;118443
20240104;000000;2089.4;2094.6;2075.5;2084.8;82699
20240105;000000;2084.4;2100.7;2066.4;2086.4;133607
20240108;000000;2072.9;2078.7;2059.1;2069.5;98878
20240109;000000;2073.7;2082.9;2070.2;2072.5;90866
20240110;000000;2071.2;2081;2064.3;2068;82108
20240111;000000;2075.7;2099.8;2058;2072.2;167983
20240112;000000;2077.1;2104;2076.3;2095.6;184308
20240115;000000;2100.4;2102.8;2092.7;2097.3;61602
20240116;000000;2092.9;2093.9;2074.2;2076;119068
20240117;000000;2070.6;2074.7;2050;2053.6;145380
20240118;000000;2055;2060.5;2045.4;2059.9;114402
20240119;000000;2059.9;2072.5;2057.8;2068.2;130748
20240122;000000;2063.3;2063.9;2050.4;2055;130097
20240123;000000;2063.3;2068.4;2052.1;2057.9;100786
20240124;000000;2055.3;2071;2048.6;2051.5;131678
20240125;000000;2053;2061.3;2049.2;2055.4;102027
20240126;000000;2058.4;2065.9;2054.6;2059.2;111316
20240129;000000;2064.4;2077.4;2063.1;2073.4;123093
20240130;000000;2073.9;2081.3;2066.7;2071.2;126262
20240131;000000;2070.1;2085.9;2063.5;2068.1;168972
20240201;000000;2075.4;2091.8;2064;2082.4;179465
20240202;000000;2083.7;2086.7;2061.6;2071;139194
20240205;000000;2063.6;2065.2;2050.3;2057.9;100798
20240206;000000;2060.4;2066.9;2053.1;2064.3;85935
20240207;000000;2062.8;2066.4;2054;2058.6;109013
20240208;000000;2056.9;2059;2045.9;2056;91583
20240209;000000;2055;2060.9;2041.5;2044.2;90133
20240212;000000;2043.3;2045.7;2032.1;2040.5;105355
20240213;000000;2040.5;2049.9;2018;2020.4;185475
20240214;000000;2019.4;2020.2;2008.2;2014;104690
20240215;000000;2014.1;2026;2012.6;2021.7;115102
20240216;000000;2021.6;2029.5;2010.6;2028;104457
20240219;000000;2033.3;2035.4;2024.7;2030.6;46241
20240220;000000;2030;2040.3;2029.1;2036.3;82668
20240221;000000;2040.6;2042;2030.3;2036.3;83682
20240222;000000;2038.5;2043.6;2033.2;2035.9;94870
20240226;000000;2042.5;2048.3;2038;2045.4;82888
20240227;000000;2044.6;2052.2;2043.6;2044.6;84676
20240228;000000;2044.2;2051.5;2040.3;2049.5;75663
20240229;000000;2050;2061.4;2046.2;2057.5;141763
20240301;000000;2057.3;2092.4;2055;2089.8;264345
20240304;000000;2087.9;2125.7;2086.2;2120.8;243346
20240305;000000;2123.5;2145.6;2117.4;2134.4;288204
20240306;000000;2132.1;2153.1;2130.3;2150;251009
20240307;000000;2155.4;2166.1;2150.3;2163.7;231863
20240311;000000;2177.2;2183.7;2172.3;2182.5;151172
20240312;000000;2176.3;2177.3;2148;2155;278338
20240313;000000;2156;2177.3;2153.1;2172.5;169968
20240314;000000;2167.8;2169.7;2150;2159;141158
20240315;000000;2164.2;2172.2;2155.8;2157.6;175606
20240318;000000;2148.5;2158.1;2144.3;2156.1;126351
20240319;000000;2154.5;2154.5;2142.3;2152.9;131888
20240320;000000;2153.2;2235.2;2145.9;2235;170602
20240321;000000;2249;2257.8;2221.1;2230.1;252587
20240322;000000;2230;2231.1;2203.3;2215.5;221634
20240325;000000;2218.4;2222.9;2207.9;2214.2;109410
20240326;000000;2215.6;2233.5;2210.8;2214.7;177723
20240327;000000;2214.6;2236.9;2213.1;2234.9;186395
20240328;000000;2238.2;2272.2;2230.4;2265.9;208662
20240329;000000;2267;2278;2262.3;2273.6;63436
20240401;000000;2290.5;2298.3;2268.2;2287.7;228243
20240402;000000;2289;2314.9;2287.4;2314.4;255465
20240403;000000;2318.4;2333.3;2302.2;2333.2;233961
20240404;000000;2329.8;2341;2316.2;2325.5;246568
20240405;000000;2317.2;2361.7;2313.6;2361.2;296330
20240408;000000;2364.5;2374;2352;2372.9;205681
20240409;000000;2376.9;2394.2;2372.6;2386.6;279373
20240410;000000;2388.5;2391.8;2355;2365.7;337573
20240411;000000;2371;2416;2358;2415.5;269789
20240412;000000;2423;2470;2382.3;2390.1;566127
20240415;000000;2401.9;2423.1;2360.1;2415.4;416834
20240416;000000;2417.7;2430.1;2393.1;2417;317395
20240417;000000;2410.8;2428;2392.2;2404.4;265244
20240418;000000;2408.4;2419;2398.6;2407.5;186205
20240419;000000;2411.1;2428.4;2405;2420.3;224645
20240422;000000;2398.4;2398.4;2360.8;2362.7;270466
20240423;000000;2345.7;2363.3;2331.4;2355.9;288369
20240424;000000;2359.8;2367.5;2340;2343.7;192153
20240425;000000;2349.1;2373.3;2345.2;2359;216486
20240426;000000;2364.7;2379;2363.5;2370.7;199753
20240427;000000;2371.1;2372.8;2366.3;2369;9515
20240429;000000;2365.1;2377.2;2359.3;2368;100762
20240430;000000;2356.4;2356.8;2319.5;2319.8;197782
20240502;000000;2343;2346.7;2307;2320.5;296875
20240503;000000;2323.3;2327.4;2297;2318.2;325583
20240506;000000;2326.1;2345;2325.9;2339.2;171344
20240507;000000;2336.5;2337.3;2324.2;2327.1;106646
20240508;000000;2329.6;2332;2318.2;2321.6;118659
20240510;000000;2365.1;2378.4;2363.6;2369;193852
20240513;000000;2361.3;2361.6;2342.7;2346.4;161651
20240514;000000;2352.7;2364.9;2344.6;2361.9;163578
20240515;000000;2363;2391.5;2354.5;2390;336556
20240516;000000;2391.7;2393;2376;2379.7;159811
20240517;000000;2382.7;2420;2382.6;2415.2;242212
20240520;000000;2447.3;2448.5;2407;2422.7;295362
20240521;000000;2415.3;2434.5;2408;2422.4;165811
20240522;000000;2417.8;2423.9;2377.6;2381.4;272761
20240523;000000;2364.5;2373.8;2330;2331.1;260447
20240524;000000;2339.6;2348.9;2336;2340;162530
20240527;000000;2346.3;2361.3;2341.9;2357;89117
20240528;000000;2355.3;2368.4;2341.7;2365.4;195933
20240529;000000;2362.6;2362.6;2339.9;2340.8;162506
20240530;000000;2330.8;2357.8;2326.2;2348.3;203687
20240531;000000;2347.7;2365;2325;2334.8;194249
20240603;000000;2325.6;2359.9;2318.1;2357.3;218080
20240604;000000;2354.4;2358;2323.5;2334.8;220468
20240605;000000;2344.2;2364.2;2334.6;2360.3;189315
20240606;000000;2370.8;2386.8;2361.5;2384;185475
20240607;000000;2383.9;2387.6;2292.8;2298;462589
20240610;000000;2302.1;2323.6;2295.1;2317.9;222822
20240611;000000;2308.6;2327.9;2306.2;2327.1;174369
20240613;000000;2320;2328.6;2298.9;2309.1;230325
20240614;000000;2314.6;2338.8;2311.7;2335.6;180857
20240617;000000;2322.4;2331;2313;2323;153406
20240618;000000;2323;2333;2307.8;2330.9;170795
20240619;000000;2330.1;2335;2321;2328.2;92647
20240620;000000;2393;2427.5;2387;2416.1;155276
20240621;000000;2414.7;2432.8;2382.6;2385.5;203819
20240624;000000;2385.6;2399.5;2384;2391.9;116689
20240625;000000;2386.2;2395.9;2372.9;2378.5;134641
20240626;000000;2376.8;2377.1;2354.2;2357;152796
20240627;000000;2358.6;2389.5;2357.3;2387.8;184727
20240628;000000;2385.6;2405.1;2384.3;2390.8;200180
20240701;000000;2389;2405;2385.5;2398;120882
20240702;000000;2396.5;2399.7;2382.5;2394;115070
20240703;000000;2400;2426;2400;2420.3;157378
20240704;000000;2417.3;2426;2414.7;2420.3;57377
20240705;000000;2425.3;2449;2406.4;2447.3;185396
20240708;000000;2436.2;2441.9;2414;2420;126284
20240709;000000;2423.5;2429.5;2409;2423.4;113888
20240710;000000;2428.2;2440.6;2425.1;2428.1;110907
20240711;000000;2437;2473;2431.5;2462.6;210634
20240712;000000;2453.4;2468.1;2441.5;2462.2;143111
20240715;000000;2454.6;2482.3;2450.7;2467.3;191736
20240716;000000;2475.7;2514.6;2474.5;2514.5;228469
20240717;000000;2510.5;2529.2;2494.4;2502.5;258372
20240718;000000;2512.6;2519.4;2479.1;2484.6;197198
20240719;000000;2461.9;2466.9;2441.1;2446.7;257819
20240722;000000;2447.9;2452.7;2425.3;2441.1;159151
20240723;000000;2434.8;2455.9;2432.9;2451.3;157341
20240724;000000;2457.5;2469.3;2435.1;2435.4;188118
20240725;000000;2410.3;2421.7;2394.7;2403.8;228659
20240726;000000;2407.7;2426.5;2404.3;2425.5;154139
20240729;000000;2427.9;2433.6;2406.4;2419.5;160779
20240730;000000;2425.8;2450.5;2420.3;2448.7;165944
20240731;000000;2457;2490;2450.5;2488;216921
20240801;000000;2483.3;2497.4;2465.7;2482.3;254544
20240802;000000;2497.9;2512.5;2452.8;2478.8;352217
20240805;000000;2468.5;2481.3;2409.7;2453.6;392797
20240806;000000;2445.9;2457.3;2429.2;2432.3;224107
20240807;000000;2437.5;2448;2424.8;2426.3;175009
20240808;000000;2436.1;2467.7;2431.4;2467.5;210872
20240809;000000;2461.7;2478.7;2461;2474;174094
20240812;000000;2476.4;2507.1;2475;2506.4;194683
20240813;000000;2500.1;2509.9;2493.3;2502.1;161389
20240814;000000;2502.2;2510.9;2470.3;2482.9;225361
20240815;000000;2488;2499.7;2465.2;2487.8;209480
20240816;000000;2486.7;2538.4;2481.4;2538.1;282275
20240819;000000;2532.5;2536.8;2515.6;2532.6;183098
20240820;000000;2532.5;2558;2529.5;2546.2;257976
20240821;000000;2544.7;2550.7;2518.5;2541.3;198994
20240822;000000;2537;2538.1;2504;2514.7;213700
20240823;000000;2521.3;2548.6;2518.5;2544.1;221610
20240826;000000;2544.2;2560;2544.2;2550.1;170459
20240827;000000;2548.3;2558.6;2535.5;2558.4;153868
20240828;000000;2544.5;2545.5;2524.3;2537;167537
20240829;000000;2547.1;2555.5;2533.5;2549;145276
20240830;000000;2547;2554.3;2522.7;2533.5;161896
20240902;000000;2527.4;2533.5;2516.5;2521.9;74647
20240903;000000;2521.6;2531.2;2496.7;2510.9;208516
20240904;000000;2506.1;2517.7;2491.4;2516.6;176252
20240905;000000;2520.4;2537.5;2519.6;2533.4;157210
20240906;000000;2534;2542.3;2500.2;2510;204696
20240909;000000;2503.8;2517.2;2501.2;2516;115012
20240910;000000;2515.9;2525.5;2507.2;2523;127031
20240911;000000;2531.5;2535.4;2510;2523.2;187385
20240912;000000;2525.1;2567.8;2520.4;2567.3;248174
20240913;000000;2571.9;2589.5;2569.5;2587;176621
20240916;000000;2590;2591.4;2578.2;2585.6;136270
20240917;000000;2585.7;2586.9;2564.5;2572.7;153059
20240918;000000;2571.5;2592.9;2548;2558.5;261178
20240919;000000;2649.6;2669.1;2641.1;2655.9;155906
20240920;000000;2670;2687.9;2666.7;2686.9;189195
20240923;000000;2687.8;2698.8;2677;2693.6;142568
20240924;000000;2693.7;2728.8;2686.2;2723;183895
20240925;000000;2721.1;2731.6;2713.2;2720.8;121246
20240926;000000;2723.8;2746.5;2719.1;2736.4;168266
20240927;000000;2730.6;2737.3;2708.8;2719.2;162020
20240930;000000;2720.4;2723.6;2694.1;2702.1;162432
20241001;000000;2710.7;2740.3;2707;2732.7;255669
20241002;000000;2720.1;2729.8;2704.1;2723.8;142754
20241003;000000;2720.9;2725.5;2701.6;2720.6;165158
20241004;000000;2724.2;2731.4;2698.2;2713.5;241089
20241007;000000;2704.1;2719.7;2703;2705.5;130786
20241008;000000;2701.1;2712;2669.1;2684.5;252150
20241009;000000;2675.8;2685.9;2670.5;2672;126164
20241010;000000;2674.5;2692.9;2669.3;2690.6;163752
20241011;000000;2698;2723.9;2695.1;2720.1;182477
20241014;000000;2724.7;2726.2;2710;2712.8;116151
20241015;000000;2712.7;2732.2;2711.6;2726.4;128739
20241016;000000;2737;2744;2727.6;2735.5;149899
20241017;000000;2739.4;2754.7;2733.7;2750.5;163421
20241018;000000;2762.5;2780;2758.8;2778.4;161369
20241021;000000;2785.2;2797.4;2774;2779.9;170100
20241022;000000;2791.7;2805.5;2790.7;2805.3;144304
20241023;000000;2805.4;2813.3;2772.1;2780.4;203906
